ID,Area,Feature,User story,Expected behaviour (from code),Code reference,How tested,Baseline result,Errors found,Fix applied,Post-fix result,Status
PRV-02,Provider (server/provider.py),Closed refusal table,"As an operator, I want provider failures mapped to a closed set of codes, so that retries and budgets behave predictably.",400/401/402/403/404/413/422 → PROVIDER_CALL_INVALID; 408/429/5xx/socket → PROVIDER_UNAVAILABLE; other non-200 → PROVIDER_RESPONSE_INVALID; finish length → TRUNCATED; content_filter → REFUSED; missing model → NOT_CONFIGURED.,provider.py,pytest test_provider,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
PRV-03,Provider (server/provider.py),"Decimal charge, no body quoted","As a budget holder, I want the charge read as Decimal from usage.cost and no response text in any refusal, so that money is exact and evidence does not leak.",parse_float=Decimal; missing cost → PROVIDER_RESPONSE_INVALID; all raises from None.,provider.py _decode/_completion,pytest test_provider,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
PRV-04,Provider (server/provider.py),HTTPS-only transport,"As an operator, I want the transport to speak only HTTPS and never follow redirects, so that the key and prompt never cross in clear text.",Scheme ≠ https → PROVIDER_NOT_CONFIGURED; opener with HTTPS handler only; HTTP errors typed by status.,provider.py UrllibTransport/_opener,pytest test_provider,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
CF-01,Cash-flow forecast (server/calculators/cash_flow.py),Decimal-only inputs,"As an analyst, I want every numeric parsed from a string as Decimal and floats refused, so that no cent is lost.",float → METHODOLOGY_INPUT_INVALID; Decimal/str/int parsed; non-finite refused; output numerics are strings.,cash_flow.py _decimal,pytest test_cash_flow_forecast,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
CF-02,Cash-flow forecast (server/calculators/cash_flow.py),Requested horizon validated,"As an analyst, I want each (case, period) requested once with ids, so that completeness is answerable.","Empty periods, missing ids or duplicate pairs → METHODOLOGY_INPUT_INVALID.",cash_flow.py _periods,pytest test_cash_flow_forecast,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
CF-03,Cash-flow forecast (server/calculators/cash_flow.py),Work-factor ceilings,"As an operator, I want periods, cases and facilities bounded before arithmetic, so that model input cannot make a calculation expensive.","≤40 periods per case, ≤6 cases, ≤40 facilities, periods×cases×(1+facilities) ≤ 100000.",cash_flow.py _enforce_work_factor,pytest test_cash_flow_forecast,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
CF-04,Cash-flow forecast (server/calculators/cash_flow.py),Identities and explicit residual,"As an analyst, I want closing debt and cash computed from the two identities and compared with what the model stated, so that the residual is never forced to zero.","closing_debt/closing_cash identities; residual = max(|Δdebt|, |Δcash|); > tolerance → unavailable with reason.",cash_flow.py _project_period,pytest test_cash_flow_forecast (test_forecast_residual_is_not_forced_to_zero),"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
CF-05,Cash-flow forecast (server/calculators/cash_flow.py),Forward propagation,"As an analyst, I want every period after an unavailable one unavailable too, so that nothing reads as zero growth.",Later periods carry 'a period earlier in this case is unavailable: P' with null figures.,cash_flow.py _project_case/_unavailable,pytest test_cash_flow_forecast (test_forecast_unavailability_propagates),"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
CF-06,Cash-flow forecast (server/calculators/cash_flow.py),Zero denominators,"As an analyst, I want a ratio against zero to be null, never infinite, so that metrics stay finite.",_ratio returns None when the denominator is 0.,cash_flow.py _ratio,pytest test_cash_flow_forecast,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
CF-07,Cash-flow forecast (server/calculators/cash_flow.py),Driver readiness,"As an analyst, I want a driver that is not READY or missing refused, so that the projection never runs on unapproved drivers.",status ≠ READY → FORECAST_DRIVER_NOT_READY; missing driver or stated closing → METHODOLOGY_INPUT_INVALID.,cash_flow.py _Inputs.driver_for/_drivers,pytest test_cash_flow_forecast,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
CF-08,Cash-flow forecast (server/calculators/cash_flow.py),Completeness flag,"As an analyst, I want status complete only when every requested period computed, so that one good period cannot stand in for the horizon.",status 'complete' iff rows exist and none unavailable; checks list per computed period.,cash_flow.py cash_flow_forecast,pytest test_cash_flow_forecast (test_forecast_complete_requires_every_requested_period),"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
DLV-01,Deliverable and filing (server/deliverable),Pure one-file render,"As an approver, I want the deliverable rendered from the frozen payload alone as one self-contained HTML file, so that it reads the same in ten years.",No I/O or clock; byte-identical for one payload; PENDING APPROVAL; artifacts in order with every claim's citations; narrative; provenance; HTML-escaped.,server/deliverable/render.py,pytest test_deliverable_render,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
DLV-02,Deliverable and filing (server/deliverable),Render refuses bad payloads,"As an approver, I want a payload with an uncited claim or missing fields refused, so that an uncited figure never reaches paper.",No artifacts / non-mapping / missing text → DELIVERABLE_PAYLOAD_INVALID; claim without citations → DELIVERABLE_UNCITED_FIGURE.,render.py,pytest test_deliverable_render,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
DLV-03,Deliverable and filing (server/deliverable),Opinion on an exact revision,"As an analyst, I want my opinion bound to a revision and its payload digest, so that signing never binds a later draft.","sign_opinion: APPROVER governed write of (revision, case, digest, signer).",server/deliverable/filing.py sign_opinion,pytest test_deliverable,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
DLV-04,Deliverable and filing (server/deliverable),Freeze,"As an approver, I want freeze to refuse without a sign-off or when the bytes moved since signing, and to be recorded once per case revision, so that frozen bytes are the reviewed bytes.",No opinion → DELIVERABLE_NOT_SIGNED; digest ≠ signed → DELIVERABLE_MOVED_SINCE_SIGNING; APPROVER governed write; a revision is frozen once per case with a typed refusal on repeat.,filing.py freeze; store/schema.sql deliverable_publications,pytest test_deliverable,FAIL: ERR-11,"ERR-11: deliverable_publications is keyed on revision_id alone, so a second case cannot freeze its own 'rev_3' once any case has; that collision, and freezing the same revision twice, escape as an untyped psycopg UniqueViolation instead of a typed refusal.; ERR-25; ERR-26","ERR-11: deliverable_publications keyed (case_id, revision_id), opinions keyed by case first; a repeat freeze refuses DELIVERABLE_ALREADY_FROZEN inside the governed write (no audit entry). Tests: test_two_cases_each_freeze_their_own_revision_of_one_name, test_a_revision_is_frozen_once.","PASS (re-tested) — story checker, unit and workbench green",Fixed
DLV-05,Deliverable and filing (server/deliverable),Independent filing and receipt,"As an approver, I want filing refused to anyone who signed or froze the revision, and a detached receipt written, so that one person can never occupy every role.",Not frozen → DELIVERABLE_NOT_FROZEN; filer who signed an opinion on the revision or froze it → APPROVER_NOT_INDEPENDENT; second filing → DELIVERABLE_ALREADY_FILED; receipt with audit head.,filing.py file_deliverable,pytest test_deliverable (test_filing_refuses_the_opinion_signer),FAIL: ERR-13,"ERR-13: Filing checks independence against the latest opinion's signer only; an approver who signed an earlier opinion on the same revision can file it. | ERR-24: file_deliverable named the latest signer on the revision, so an opinion signed on other bytes after the freeze was paired on the receipt with the frozen digest it never signed.; ERR-25; ERR-26",ERR-13: file_deliverable refuses anyone who signed any opinion on the revision (or froze it). Test: test_filing_refuses_every_signer_of_the_revision. | ERR-24: file_deliverable reads every signature once (_signatures) and names the latest signer whose digest is the frozen payload; the same rows give the independence set. Test: test_the_receipt_names_the_signer_of_the_frozen_bytes.,"PASS (re-tested) — story checker, unit and workbench green",Fixed
DLV-06,Deliverable and filing (server/deliverable),Verifiable audit package,"As an auditor, I want a deterministic package verifiable with the standard library alone, so that a filing can be checked anywhere.","build_package: fixed timestamps; verify_package: payload digest = receipt, three named distinct roles, export re-renders byte-identically; write_package never overwrites.",server/deliverable/package.py,pytest test_deliverable (test_audit_package_verifies_with_stdlib_alone),"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
QUA-01,Qualification (server/qualification),Host never mints QUALIFIED,"As a reviewer, I want QUALIFIED to exist only as a verdict I signed, so that the system cannot certify itself.","Assurance {ORCHESTRATION_PROOF, QUALIFIED}; only Verdict.assurance returns QUALIFIED.",qualification/__init__.py; verdict.py,pytest test_qualification (test_a_host_control_reads_orchestration_proof_never_qualified),"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
QUA-02,Qualification (server/qualification),Orchestration proof,"As a reviewer, I want the host to re-prove a run ran as pinned against pinned sources with every citation re-located, so that the proof reflects the store now.","Refuses NOTHING_TO_PROVE, ROUTE_NOT_PINNED, NODE_NOT_IN_ROUTE, BUILD_MOVED, SOURCE_NOT_PINNED, CITATION_LOST, ARTIFACT_UNREADABLE; returns counts.",server/qualification/proof.py,pytest test_orchestration_proof,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
QUA-03,Qualification (server/qualification),Set digest and measurability,"As a reviewer, I want the qualification set digested over cases, routes, documents and keys, and an empty set refused, so that a verdict binds exactly one set.",Order-independent digest; label via BoundaryText; empty set/case/documents/expects → QUALIFICATION_SET_EMPTY.,matrix.py qualification_set_digest/assert_measurable,pytest test_qualification_matrix,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
QUA-04,Qualification (server/qualification),Matrix,"As a reviewer, I want one row per case with proof status and met/missed expected citations, so that I judge the evidence found.",Duplicate labels → QUALIFICATION_SET_AMBIGUOUS; missing run → QUALIFICATION_RUN_MISSING; rows carry proven/refusal/met/missed; module from pin.,matrix.py build_matrix,pytest test_qualification_matrix,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
QUA-05,Qualification (server/qualification),Harness,"As a reviewer, I want the set checked whole before any spend, each case run through the normal path, and the set stopped at the first run refusal, so that qualification is honest and bounded.","measurable, distinct, answerable, routes resolved, affordable (CEILING×cases ≤ ceiling) before spending; per case admit → pin → run; stop on refusal; matrix None if stopped; unrun nodes with state.",server/qualification/harness.py perform,pytest test_qualification_harness,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
QUA-06,Qualification (server/qualification),On-disk set,"As a reviewer, I want a qualification set read from a directory with a closed manifest, so that two people can hold the same set.",qualification.json with only 'cases'; closed case/expect keys; documents inside the root (escape → QUALIFICATION_SET_PATH_ESCAPES); malformed → QUALIFICATION_SET_FILE_INVALID; same digest as in-memory.,server/qualification/on_disk.py,pytest test_qualification_on_disk,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
QUA-07,Qualification (server/qualification),Verdict reader,"As a reviewer, I want my verdict read only with all six bindings and while current, so that a stale or partial signature is refused.","provider, qualification_set_sha256, build_id, decided_at, expires_at, reviewer; VERDICT_INCOMPLETE/BINDING_INVALID/UNDECLARED_FIELD/EXPIRED; now passed in.",server/qualification/verdict.py,pytest test_qualification (test_verdict_binds_…),"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
BND-01,"Primitives (boundary text, blobs, refusals)",BoundaryText,"As an auditor, I want every string reaching pinned state normalised and screened, so that bidi tricks and control characters never reach a record.","NFC before the length bound (4096 default); refuses bidi overrides/isolates, Cc except CR/LF/TAB, lone surrogates.",server/boundary_text.py,pytest test_boundary_text,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
BND-02,"Primitives (boundary text, blobs, refusals)",Content-addressed blob store,"As an operator, I want bytes stored under their sha256 atomically and verified on read, so that a stored document cannot be silently replaced.","put: temp file + fsync + rename + dir fsync, returns digest; get re-hashes (BLOB_DIGEST_MISMATCH / BLOB_NOT_FOUND); non-digest address → BLOB_ADDRESS_INVALID.",server/blobs.py,pytest test_blob_store,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
BND-03,"Primitives (boundary text, blobs, refusals)",Typed refusals,"As an operator, I want every refusal to carry only a code from a closed set, so that no text leaks through errors.",Refusal(code) with repr 'Refusal(CODE)'; closed RefusalCode enum.,server/refusals.py,pytest (all),"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
TOOL-01,"Repository gates (scripts, CI)",Vocabulary gate,"As a developer, I want identifiers using a banned synonym refused, so that one concept has one spelling.",Python and TS gates enforce the same ENFORCED set; drift between CONTEXT.md and NOT_ENFORCED refused.,scripts/check_vocabulary.py; frontend/scripts/check-vocabulary.mjs,pytest test_vocabulary_rules; make lint,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
TOOL-02,"Repository gates (scripts, CI)",Untested-definition gate,"As a developer, I want a public definition no test names refused, so that untested code is visible.",Module-level public functions/classes must appear as a whole word in tests/; scanning nothing is a failure.,scripts/check_tested.py; frontend/scripts/check-tested.mjs,pytest test_gate_scripts; make lint,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
TOOL-03,"Repository gates (scripts, CI)",I/O budget gate,"As a developer, I want every request-path module to declare IO_BUDGET, so that round trips are budgeted.",io_budget.py --assert fails when any server/api module lacks IO_BUDGET.,scripts/io_budget.py,pytest test_gate_scripts; make test,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
TOOL-04,"Repository gates (scripts, CI)",Scanner floors,"As a developer, I want a coverage/bandit/trivy report that scanned nothing refused, so that a vacuous green is impossible.","scan_floors.py checks cobertura, bandit (parse errors, cover/unscanned) and trivy targets.",scripts/scan_floors.py,pytest test_gate_scripts/test_phase0_gates,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
TOOL-05,"Repository gates (scripts, CI)",Phase exit tests exist,"As a developer, I want every exited phase's named exit tests to exist, so that a phase cannot be declared done without them.",test_every_exit_test_of_an_exited_phase_exists reads REBUILD_PLAN and the suites (Python and workspace).,tests/test_phase_exits.py,pytest test_phase_exits,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
TOOL-06,"Repository gates (scripts, CI)",CI hygiene,"As a developer, I want pinned actions, hashed installs and no literal bidi controls, so that CI is reproducible and safe.",Workflow and repository hygiene assertions.,tests/test_ci_hygiene.py,pytest test_ci_hygiene,"PASS: pytest green on Postgres 17 (543 passed, 2 skipped: live provider needs a key)",,,PASS (re-tested 2026-09-11),Passing
ERR-01,Error log,UX copy,Affects: WS-09 CH-02 DIR-06 UPL-03 UPL-05 ANA-16 RUN-05 RUN-06 MOD-07 COM-11 INT-03,"Every refused control states a true, analyst-facing reason and what would clear it.",controls/RefusedControl.tsx ACTION_UNPLACED; chrome/Rail.tsx; sections/directory/IntakeSuggestions.tsx; sections/upload/UploadSection.tsx,story checker (title text of every aria-disabled control),FAIL (found in testing),"Refusal reasons name build phases that have already exited ('Phase 2 admits…', 'Phase 5 places the provider', 'Phase 6 derives identity…', 'the backend phase that owns this action lands (docs/REBUILD_PLAN.md)'). All are false today and developer-facing: the store, provider and identity exist; what is missing is an HTTP route.","Every unplaced refusal now names the real blocker (READ_ONLY_API: 'this build's API serves only the run document and its event stream'); Rail Ask → ASK_UNPLACED, Sign out → SIGN_OUT_UNPLACED (the authenticating proxy owns sign-out). Tests: helpers/chrome/directory/upload 'names what clears it today'.",PASS: named test green (2026-09-11),Fixed
ERR-02,Error log,UX,Affects: BOOK-11,The primary Compare action opens the Compare view.,fixtures/book.json; chrome/Ribbon.tsx,story checker BOOK-11,FAIL (found in testing),Book's primary ribbon action 'Compare' is refused ACTION_UNPLACED although the Compare view is one tab away; the primary action of the section is a dead end.,"RibbonAction gains an optional `tab`; a ribbon action naming a tab is live and opens it (Ribbon onTab → Workspace tab choice). book.json Compare carries tab 'compare'. Tests: chrome 'a ribbon action that names a tab … opens it', 'the book's primary Compare opens its Compare tab'. An action naming a view the section does not have stays refused, never a live no-op (test: chrome 'an action naming a tab the section does not have is refused for that').",PASS: named test green (2026-09-11),Fixed
ERR-03,Error log,UX,Affects: UPL-08,The refusal names what actually clears it and where documents are dropped.,"fixtures/upload.json, states/upload.partial.json",story checker UPL-08,FAIL (found in testing),"Upload's 'Admit pack' refusal says 'clears when at least one file is selected', but the Upload section has no file input, so the instruction cannot be followed.",Upload's Admit pack now refuses INTAKE_UNPLACED naming the intake route and where documents are chosen. Test: upload 'none asks for a file this page cannot take'.,PASS: named test green (2026-09-11),Fixed
ERR-04,Error log,UX,Affects: DIR-10,"Beside the drop, an Admit pack control is visible and refused with its reason; the selected-files line says the files were not sent.",sections/directory/IntakeSuggestions.tsx IntakeDrop,story checker DIR-10,FAIL (found in testing),"Directory › Intake accepts dropped files and says they will be 'admitted as one pack, or none', but offers no admit control (live or refused) and sends nothing, so selecting files silently does nothing.","The drop region carries a visible, refused Admit pack (INTAKE_UNPLACED, reason inline) and the selected-files line says 'not sent'. Test: directory 'chosen files are said not to be sent …'.",PASS: named test green (2026-09-11),Fixed
ERR-05,Error log,UX,Affects: DIR-01,No row is drawn selected.,sections/directory/DirectorySection.tsx selected={rows[0]},story checker DIR-01; screenshot,FAIL (found in testing),The case register draws its first row as selected (accent border) although the register has no selection model; the highlight jumps to whichever row search or the filter puts first.,CaseRegister no longer draws a selected row (selection prop removed). Test: directory 'no row of the register is drawn selected'.,PASS: named test green (2026-09-11),Fixed
ERR-06,Error log,UX copy,Affects: CH-05 ST-03 INT-04,Clears text is a lower-case clause; the brief ends with exactly one full stop.,app/transport.ts; chrome/fallback.ts; vite.config.ts error fixture,story checker CH-05/ST-03; screenshot,FAIL (found in testing),"Client-owned refusal 'clears' strings are capitalised sentences, so the region reads 'Clears when The store answers again.' and the fallback brief doubles the period ('…again..').","Client refusal clauses are lower-case and unpunctuated; fallback brief strips a trailing stop before adding one; the fixture server's 503 body likewise. Tests: helpers 'ends its clause once', 'read as a clause after clears when'. (endsWith rather than a trailing-dot regex, the shape SonarQube flags as S8786.)",PASS: named test green (2026-09-11),Fixed
ERR-07,Error log,Data,Affects: ANA-12 WS-07,The frontier lists CP-6 (RUNNABLE) and CP-1C (RESTRICTED) only.,"fixtures/analysis.json, states/analysis.partial.json",story checker ANA-12,FAIL (found in testing),"Analysis 'Route frontier' (panel and rail) lists BLOCKED nodes and CP-MEMO, a module DECISIONS §14 does not place; the frontier is RUNNABLE + RESTRICTED (CONTEXT.md).","Analysis fixtures' frontier (panel and rail) are CP-6 RUNNABLE and CP-1C RESTRICTED only; supporting-research links name HOST, not CP-MEMO. Test: analysis 'the frontier is the nodes that may run now …'.",PASS: named test green (2026-09-11),Fixed
ERR-08,Error log,Data / UX,Affects: ANA-02 UPL-04 EV-01 MOD-06 REP-01 COM-04,The register shows D-06 withdrawn; every chip citing a withdrawn source is marked and the drawer says the source is withdrawn.,fixtures/*.json citations; evidence/CitationChip.tsx; evidence/EvidenceDrawer.tsx,story checker ANA-02; fixture scan (16 D-06 citations),FAIL (found in testing),"D-06 reads ADMITTED (grade B) in Analysis's source register but WITHDRAWN (grade C) in Upload for the same case and set; and no conclusion citing D-06 is marked, although Upload states 'every conclusion that cited it is marked'.","Citation gains optional `withdrawn_at`; chips and paper cites of a withdrawn source are struck through, dashed and named '· source withdrawn'; the drawer shows the withdrawal. All 16 D-06 citations carry it; Analysis's register shows D-06 WITHDRAWN, grade C. Tests: evidence (3), analysis 'register agrees with Upload'.",PASS: named test green (2026-09-11),Fixed
ERR-09,Error log,UX,Affects: REP-05,"The row says it is the viewer ('You'), not the signer.",sections/report/OpinionColumn.tsx,story checker REP-05; screenshot,FAIL (found in testing),"Report's opinion panel labels the viewer's served role 'Signer' while no one has signed rev_4, suggesting the viewer signed.",The opinion panel's viewer row is labelled 'You'. Test: report 'names the viewer as the viewer'.,PASS: named test green (2026-09-11),Fixed
ERR-10,Error log,UX copy,Affects: RUN-04,It reads 'no generation id'.,sections/run/NodeDetail.tsx,story checker (first run); code reading,FAIL (found in testing),A run attempt with no generation id shows an invented 'gen_—' token.,A missing generation id reads 'no generation id'. Test: run 'an attempt with no generation id says so'.,PASS: named test green (2026-09-11),Fixed
ERR-11,Error log,Logic,Affects: DLV-04,Freeze is keyed per case; a repeat freeze refuses DELIVERABLE_ALREADY_FROZEN.,server/store/schema.sql; server/deliverable/filing.py freeze,server probe S-A,FAIL (found in testing),"deliverable_publications is keyed on revision_id alone, so a second case cannot freeze its own 'rev_3' once any case has; that collision, and freezing the same revision twice, escape as an untyped psycopg UniqueViolation instead of a typed refusal.","deliverable_publications keyed (case_id, revision_id), opinions keyed by case first; a repeat freeze refuses DELIVERABLE_ALREADY_FROZEN inside the governed write (no audit entry). Tests: test_two_cases_each_freeze_their_own_revision_of_one_name, test_a_revision_is_frozen_once.",PASS: named test green (2026-09-11),Fixed
ERR-12,Error log,Logic,Affects: GAT-03,A withdrawal that changes no row refuses EVIDENCE_NOT_AVAILABLE and records nothing.,server/store/gates.py withdraw_source,server probe S-B,FAIL (found in testing),"withdraw_source writes a SOURCE_WITHDRAWN audit event even when nothing was withdrawn: a second withdrawal, another case's source and an unknown id all 'succeed' (4 audit entries for 1 withdrawal).","withdraw_source refuses EVIDENCE_NOT_AVAILABLE when its UPDATE changes no row, rolling back before any audit event. Test: test_withdrawing_what_is_not_live_here_is_refused_and_recorded_nowhere.",PASS: named test green (2026-09-11),Fixed
ERR-13,Error log,Logic,Affects: DLV-05,Anyone who signed any opinion on the revision is refused APPROVER_NOT_INDEPENDENT.,server/deliverable/filing.py file_deliverable,server probe S-C,FAIL (found in testing),Filing checks independence against the latest opinion's signer only; an approver who signed an earlier opinion on the same revision can file it.,file_deliverable refuses anyone who signed any opinion on the revision (or froze it). Test: test_filing_refuses_every_signer_of_the_revision.,PASS: named test green (2026-09-11),Fixed
ERR-14,Error log,Logic / HTTP,Affects: API-07 API-08,Missing configuration is STORE_NOT_CONFIGURED and every store-side fault is a 503.,server/api/app.py _STATUS/_database_url/blob_store,server probe S-D,FAIL (found in testing),Server misconfiguration answers as a 400 client refusal: with CAOS_BLOB_ROOT unset even an unknown run gets 400 BLOB_NOT_FOUND; a missing CAOS_DATABASE_URL is reported as STORE_NOT_TRANSACTIONAL.,New STORE_NOT_CONFIGURED for a missing database URL or blob root; store-side refusals map to 503. Tests: test_a_misconfigured_store_is_a_server_fault_not_a_bad_request + 3 updated.,PASS: named test green (2026-09-11),Fixed
ERR-15,Error log,Contract,Affects: API-06,"401 NOT_AUTHENTICATED without identity, else 404 RUN_NOT_FOUND, in the refusal body.",server/api/app.py,live API probe,FAIL (found in testing),"A malformed run id gets FastAPI's default 422 body echoing the input, not the declared {refusal: CODE}, and it is answered before authentication.",RequestValidationError on the path answers 401 NOT_AUTHENTICATED or 404 RUN_NOT_FOUND in the refusal body; body errors keep FastAPI's default. Test: test_a_malformed_run_id_is_answered_like_any_unknown_run.,PASS: named test green (2026-09-11),Fixed
ERR-16,Error log,Gap (undocumented),Affects: INT-01 INT-02 INT-03,Recorded in CLAUDE.md's known-gaps ledger with its upgrade path.,"frontend/src/app/transport.ts, sse.ts; server/api/app.py",live API probe; code reading,FAIL (found in testing),"The workspace runs on fixtures only and the gap is on no ledger: the API serves no /api/sections/*, the client tails /api/events for six lower-case names while the server streams /api/runs/{id}/events with RunEvent names, the client expects {code, clears} while the server sends {refusal}, and no governed write route exists.",Recorded in CLAUDE.md known gaps (Phase 9) with the upgrade path; every refused control now states it.,"GAP: the section API is feature work, not a fix; the refusals and the ledger now say so. PASS: named test green (2026-09-11)",Gap documented
ERR-17,Error log,Gap / Data,Affects: API-09 ADM-01,The Admin document claims no route that is not served; the gap is on the ledger.,fixtures/admin.json; server/api/app.py,live API probe; screenshot,FAIL (found in testing),"GET /api/health (SYSTEM_SPEC §11) is not served (404), yet the Admin fixture shows a green 'HEALTH · 200' chip and lists a deployment 'worker' SYSTEM_SPEC §1 says does not exist.",Recorded in CLAUDE.md known gaps (Phase 6); admin.json now reads 'HEALTH · NOT SERVED' and lists no worker. Test: admin 'claims no route or process the deployment does not have'.,GAP: health route not built; the refusals and the ledger now say so. PASS: named test green (2026-09-11),Gap documented
ERR-18,Error log,UX layout,Affects: RUN-01 RUN-02,Headers stay inside their column; a node shows its two reason lines whole.,styles/caos.css .stagehdr/.node; sections/run/RouteGraph.tsx NODE_H/ROW_H,layout measurement; screenshot,FAIL (found in testing),"Route DAG: stage headers overlap ('…COVENANTSSTAGE 4 · QA' by 11 px, '…DELIVERABLESTAGE 100' by 5 px) and 17 of 32 node reasons are clipped through the middle of their second line.","Stage headers are one column wide and wrap; nodes are 76px with fixed line heights and a one-line state, so two reason lines fit on all three engines. Test: workbench layout.spec 'stage headers stay in their columns …' (3 engines). Stage names clamp to two lines with the whole name in the title.",PASS: named test green (2026-09-11),Fixed
ERR-19,Error log,UX layout,Affects: MOD-06 COM-08,Prose wraps at spaces; only unbreakable tokens (digests) break anywhere.,"styles/caos.css .kv dd.wrap, .receipt",screenshot,FAIL (found in testing),"Prose in key-value cells and the receipt is broken mid-word ('liqui|dity', 'the o|pinion', 'pe|riods') because those rules use word-break: break-all.",`.kv dd.wrap` and `.receipt` use overflow-wrap: anywhere instead of word-break: break-all. Test: workbench layout.spec 'prose wraps between words'.,PASS: named test green (2026-09-11),Fixed
ERR-20,Error log,UX layout,Affects: REP-08 UPL-03,Module ids and timestamps never wrap internally.,styles/caos.css .secrow .src; sections/upload/SourcePack.tsx,screenshot,FAIL (found in testing),"Short tokens split across lines: Report's deliverable list shows 'CP-' / '1A', Upload's withdrawal cell shows '2026-09-' / '09 09:41Z'.",`.secrow .src` and withdrawal timestamps are nowrap. Test: workbench layout.spec 'module ids and timestamps never wrap inside themselves'.,PASS: named test green (2026-09-11),Fixed
ERR-21,Error log,UX copy (latent),Affects: DIR-05 DIR-09,Singular for one file; sizes under a kilobyte in bytes.,sections/directory/DirectorySection.tsx,code reading,FAIL (found in code review),An intake of one file read '1 files'; a file under 1 KB read '0 KB'.,Pluralised; sizeOf() prints bytes under 1 KB. Test: directory 'an intake of one small file reads in the singular and in bytes'.,PASS: named test green (2026-09-11),Fixed
ERR-22,Error log,Logic (latent),Affects: UPL-01,The pack tab says the pack holds no source.,sections/upload/UploadSection.tsx,code reading,FAIL (found in code review),An empty pack on the Source pack tab read 'No source is withdrawn.',Message chosen by tab. Test: upload 'an empty pack says the pack is empty'.,PASS: named test green (2026-09-11),Fixed
